184,102711627339957287,12
185,4407896650166882262,6
186,6477165164115485616,8
187,8251444679112439019,18
189,8389885006022793848,16
190,6033977864735066605,7
191,7254213595682101910,45
193,7855234708368237670,13
194,5080789548932902849,18
195,7496866596183471651,22
196,2750246947974645150,18
197,4208324976698228372,77
198,6255536162795070555,27
199,7640786392110917171,21
200,587039998007424622,31
201,5854300056397794675,61
202,120171152730,77
203,120171154718,78
204,120171152734,79
206,120171154731,80
207,120171152726,74
208,120171154005,81
209,120171154726,42
210,120171153343,40
211,120171154719,63
212,120171154732,82
213,120171154720,40
214,120171154730,40
215,120171154715,83
218,120171153335,5
219,120171154003,5
220,120171153334,18
221,120171153341,86
222,120171154728,5
223,120171152729,87
224,120171153333,21
225,120171154716,8
226,120171155455,41
227,120171153345,7
228,120171153344,57
229,120171153339,16
230,120171152732,60
231,120171153337,38
232,120171152733,9
234,120171154723,64
235,120171152731,7
236,120171153340,16
237,120171152725,87
238,120171154724,65
239,120171153585,89
240,120151076565,4
241,120151076546,84
242,120151076551,84
243,120151077244,5
244,120151076564,84
245,120151075869,21
247,120151075166,48
248,120151074499,64
249,120151075872,8
250,120151077233,42
251,120151077240,45
252,120151074500,47
253,120151075870,18
254,120151075167,5
255,120151077241,6
258,120151075575,65
259,120151077239,48
260,120151077238,31
261,120151077921,23
262,120151077232,69
263,120151076566,75
264,120151076560,91
265,120151075833,23
266,120151076549,91
267,120151076550,70
268,120151076548,69
269,120151075165,27
271,120151078571,42
272,120151074501,20
273,120151075871,45
274,120151077225,8
275,120151075163,33
276,120151075828,42
277,120151075830,43
278,120151075164,16
280,428453740537641101,18
281,2531358860602389353,20
282,4734445678550254999,92
283,2341468238675772203,85
284,3136169155823652072,45
285,4739816340453775772,3
286,87018330185944595,20
287,5864753628656608952,28
288,3014230454888515541,65
289,4265991981019727115,7
290,9099349115160133778,5
291,2288985548200314585,33
293,8562043881823901379,5
294,6830878415357537143,19
296,5506164000245070145,5
297,4190094161413462350,7
298,7835520916337807278,48
299,2018845653688924016,94
300,7038782912725360055,6
301,2031591850988685300,18
302,7374316200627217894,47
303,5429055201599362524,7
304,4954979399472927469,78
306,6712420718746664149,33
307,6219076124599008051,96
308,7470738605735646610,35
309,3928333241965988523,97
310,6301588709082067243,66
311,2600587885031647804,98
312,7851463036088959037,43
313,1554199117417602302,4
315,9047285020376837788,54
316,5469334079995262268,43
317,7802316436066662185,7
318,4613790486293974598,62
319,1071565152148706140,76
320,3510931078172294050,76
322,8162614463379868079,46
324,4079806079235431259,5
325,7753851302058002903,92
326,250029624723514429,7
327,6253974247222570673,29
328,4462521340637624418,65
329,5377902488665552256,50
330,410988149858142976,42
331,12824626695434150,5
332,8726079441142693932,95
333,198690798804137318,8
334,2222998847706701988,99
335,3055735411316520867,65
337,8734196807845925532,20
338,5173173765358117222,30
340,2904931010912759509,66
341,3257025085679141504,45
343,7148150073162306787,13
344,708183159087275797,77
345,7091842844374162440,87
346,8003965054978569215,24
347,4616675355742562494,5
348,4436149126590266025,97
349,5918797115173398589,47
350,2164077687773571322,5
351,120191189662,76
352,120191190738,5
353,120191190740,4
354,120191190724,9
355,120191190741,2
356,120191190731,20
357,120191191320,45
359,120191189652,18
360,120191189190,6
361,120191190730,95
362,120191190733,53
363,120191189661,101
364,120191189659,40
365,120191189666,20
366,120191189658,33
367,120191189657,18
368,120191190734,102
370,120191189660,84
371,120191190742,36
372,120191191820,87
373,120191191319,9
375,120191189653,90
376,120191190720,20
378,120191191819,9
379,120191190726,40
380,120191190739,9
381,120191189663,45
382,120191189667,43
383,120191190737,7
384,120191190729,47
385,120191190723,7
386,120191189664,7
387,120191192160,7
389,120171157343,34
390,120171157347,54
391,120171157997,87
392,120171156699,56
393,120171156077,64
394,120171156698,14
395,120171156696,7
396,120171156700,68
397,120171157360,97
398,120171157355,48
399,120171157350,9
400,120171156083,33
401,120171156086,9
402,120171157353,20
406,120171157342,5
407,120171157357,99
410,120171156068,50
411,120171155398,68
412,120171156079,43
413,120171156080,16
414,120171157352,86
415,120171157354,40
416,120171157358,20
417,120171157361,16
418,120171158522,1
419,120171155399,18
420,120171157351,45
421,120171156081,45
422,120171156701,5
423,120171155400,104
424,120171156084,1
425,120171157998,12
426,120171157348,21
427,120171156072,97
429,120181178798,77
430,120181180604,105
431,120181179390,24
432,120181180115,54
433,120181178785,106
434,120181179398,27
435,120181179399,14
436,120181179391,107
437,120181177637,40
439,120181177640,20
440,120181179388,19
441,120181179389,20
442,120181177630,42
443,120181178799,88
444,120181178783,47
445,120181179993,45
446,120181178782,13
448,120181177641,49
449,120181181213,50
451,120181178248,6
453,120181177639,21
454,120181177632,9
455,120181207799,63
456,120181178788,43
457,120181178790,43
458,120181177642,13
459,120181176985,5
460,120181177633,5
461,120181178784,57
462,120181178800,56
463,120181176986,38
464,120181177629,16
465,120181177631,87
466,120181179397,1
467,1486788655557457209,37
468,6670440875652034777,14
469,9148281842176080560,5
470,1543008884873204571,37
471,1722783991444055912,80
472,4005112550346156794,58
473,6133430440778957056,14
474,6677935330810895412,90
475,2770854584689872004,108
476,8721070490974961069,45
478,4581971650705600553,66
479,2903699879744563548,4
480,2777548400037843493,109
481,4118399680306699793,10
482,7939334992132150705,7
483,5161790608566763085,6
484,4982791574759093412,6
485,7027257962850827578,6
486,5925149269958159175,66
487,1638859446374228673,56
488,1839028087951950815,8
489,98827897506584659,38
490,8499217052856268564,9
492,5910944801987351282,87
493,8904886616657597990,20
494,542098148773200415,10
495,7058703394945510673,20
496,8813590640810792907,22
497,1991641297540993444,32
498,2951618071362791536,18
499,3596232342936726466,99
500,8729158969301214478,14
501,3907393878097613911,1
502,120171143487,105
503,120171142798,24
504,120171142783,27
505,120171141399,75
506,120171142781,71
507,120171142456,54
508,120171144798,78
509,120171142787,106
510,120171143471,70
511,120171144144,33
512,120171142120,14
513,120171142799,59
514,120171140741,42
515,120171142117,33
516,120171142788,33
517,120171142775,18
518,120171141413,110
519,120171142797,104
520,120171142118,16
521,120171141402,50
522,120171142785,36
524,120171141414,104
525,120171142786,18
527,120171142119,1
528,120171142774,11
529,120171141400,20
530,120171140740,85
531,120171140738,66
533,120171142122,52
535,120171142121,13
536,120171142784,62
538,120171143479,62
539,120171143472,65
540,120171141397,62
541,120171141387,96
542,120171136542,113
543,120171136519,93
544,120171137238,65
545,120171135758,7
546,120171135335,114
547,120171137907,40
548,120171137237,31
549,120171137911,6
550,120171136537,43
551,120171137231,88
553,120171134517,4
555,120171137239,84
556,120171136538,84
559,120171135749,16
560,120171136546,16
561,120171137910,9
562,120171136518,9
563,120171135757,56
564,120171137917,40
565,120171134504,88
566,120171134509,20
567,120171134508,42
568,120171171359,81
569,120171134518,65
570,120171137229,70
571,120171135759,91
572,120171136547,46
573,120171138196,44
574,120171136540,25
575,120171137908,115
576,120171136539,34
577,1320959205132152150,24
578,7712393040107184784,4
579,659144634230921483,20
580,1735068748668935892,52
581,7697165833220917833,55
582,6564192443460110939,48
583,4367653972152165873,18
584,8960165691609085013,43
585,2397080696860952597,91
586,4493287791835224534,52
587,3871937871293258193,9
588,850808971988708995,50
589,8145203722885279906,52
590,5522620808567230814,49
591,5486738840322293264,8
592,6273784252230659073,5
593,4098071351325008514,20
595,5211505882922153896,45
597,7789930133367927906,48
599,760435603800622834,33
600,312781561318533189,66
601,5540895707081530666,61
602,3549956956370271427,40
603,4432380977642869467,87
604,1117447135567476323,74
605,6401927770604476585,97
606,1471383917635888642,7
609,120161111412,116
610,120161109383,35
611,120161111164,117
612,120161110132,69
613,120161112094,35
614,120161110791,70
615,120161110788,75
616,120161109388,27
617,120161111409,11
618,120161113204,118
619,120161109369,14
620,120161110133,119
621,120161109387,55
622,120161110786,45
623,120161109372,5
624,120161111410,76
625,120161109382,5
627,120161109384,5
628,120161110136,4
629,120161110789,48
630,120161109370,11
631,120161110785,42
632,120161114760,7
633,120161111408,16
635,120161112097,120
636,120161109386,121
637,120161110134,14
639,120161109389,111
640,120161110137,76
641,120161110790,66
642,120161111407,95
643,120161112096,87
644,120161110787,48
645,2806345022910407829,45
646,919779463401112523,16
647,6350235751687111233,36
648,2472433073029791750,16
649,394146875443068761,82
650,5576003584093694082,76
651,6837784525749273984,65
652,8404428371239485296,40
653,6712237209603948470,21
654,1583568976483596885,75
655,7374425415458022624,40
656,127031061990830066,122
657,1691527545085665986,18
658,1635901712895789807,16
659,2170366317040327124,16
660,6453893852520692726,32
661,4956012204516568715,43
662,1529775535777062618,121
663,7457422241737398143,45
664,4265795408348024356,75
665,7318980577851816583,24
666,2672435955114269988,87
667,6945119178980089134,52
668,5141918361584625057,112
669,400576356969640985,43
670,3422661785423187917,27
672,2009599891865437307,123
673,4457860719405347798,13
674,1037990272768725043,5
675,6027053851151994832,124
676,2565092277077188496,25
677,120151052102,4
678,120151052571,84
679,120151050245,7
680,120151051548,68
681,120151051535,10
682,120151052103,42
684,120151051541,32
686,120151052105,64
687,120151052111,78
688,120151052570,73
689,120151055902,23
690,120151050246,58
691,120151055903,61
692,120151052104,84
693,120151052091,50
694,120151051032,7
695,120151051034,18
696,120151052113,10
697,120151052112,10
699,120151051545,2
700,120151051542,42
701,120151051546,42
702,120151051544,90
703,120151057858,1
704,120151056680,60
706,120151050251,9
707,120151052106,14
708,120151050249,14
709,120151051543,16
710,120151052101,84
712,120151052114,45
713,120151057387,45
714,120181159636,92
716,120181158002,74
717,120181158524,25
718,120181159632,92
719,120181158515,126
720,120181160169,24
721,120181160172,23
722,120181160748,126
723,120181160167,33
724,120181158521,90
725,120181159627,14
727,120181159629,14
728,120181160173,40
729,120181158518,63
730,120181159049,111
731,120181158517,6
732,120181159630,13
734,120181159628,43
735,120181158000,84
736,120181158526,97
737,120181160164,47
738,120181160174,13
739,120181159626,5
740,120181159051,56
741,120181158519,45
742,120181159050,43
743,120181158520,66
744,120181159634,16
745,120181159633,3
746,120181162175,60
747,120181158001,1
748,120181158523,59
749,120181158525,48
750,120181158516,21
751,120151066743,43
752,120151068940,13
753,120151068199,6
754,120151068198,52
755,120151065970,8
756,120151065974,41
757,120151068195,6
759,120151066742,49
760,120151067461,62
761,120151069124,60
762,120151068192,10
763,120151066744,103
765,120151065979,5
766,120151066729,16
767,120151065204,84
768,120151068196,3
769,120151066730,87
771,120151065978,1
772,120151065972,95
773,120151068997,11
774,120151067466,29
775,120151065977,126
776,120151068952,78
777,120151067459,35
779,120151068938,97
780,120151068194,10
781,120151068197,127
782,120151067460,18
783,120151066732,13
785,120151067465,13
786,2909861905943352937,7
787,2577638321799185057,107
788,2506983310226833197,4
789,1165563948463039505,5
790,2874229527715875998,6
792,3473189510725944974,40
793,3708627597336773385,38
794,5378268611525157154,14
795,7387497563812113469,9
796,7549069368307463356,5
797,6218208190711304749,9
798,2346863616084031847,40
799,7963142235892969530,5
800,734497060588618679,4
801,3061436390397084403,23
802,1939270165018033748,86
803,2106997374567729397,47
804,3320022290785363474,11
806,7717508660161126585,10
807,7298341425163862163,33
808,4187834465202612971,76
809,555733193244099862,7
810,2037952746900226031,43
811,2606238263357870412,33
812,2094392829155081682,86
813,7510212774915653221,72
814,5206725396375055372,48
815,5504498184844604849,48
816,2118969254615353470,66
817,7601899595020481563,106
818,5331939898814804243,5
819,1783414766876198203,111
820,2926883180358686784,87
821,126392112210382549,52
823,916215505024159216,108
824,8649454600910800061,41
825,6435398608935414202,128
826,3489237046815412605,33
827,7063909913850689719,4
828,4863894312732125903,5
829,7593966812020425225,14
831,3757630111520953350,18
832,1932940339702080946,45
833,2756750259990811000,3
834,4796117979059441132,31
835,74206446739638778,48
836,5498668762878534426,23
837,4870406399272538491,10
838,1983398699633254874,23
840,4166975703924526331,24
841,3520810791143816720,5
842,8438394083155556201,50
843,5119219418561095802,43
844,3000803031228007675,82
845,865435181087918757,33
846,1741186550485470392,18
847,8607493350143613751,21
848,2161133266623202484,7
849,1123411012259596581,45
850,8030013613309523719,41
851,3733903610955186348,106
852,485526677018952866,117
853,8717649078458139187,108
854,5126593934143824014,5
855,757278983368101910,3
856,8941066676131175714,10
857,134548016654757054,5
858,4657142135207285970,75
859,3535642823768097826,4
860,5494065755568175568,74
861,7475757323750296076,14
862,8379343373512226916,1
863,9027075289488807555,49
864,524462421173380239,20
865,4612540132439889087,97
866,6050652011150989674,62
867,3450051291374463057,19
870,86415448501366904,129
871,5253507615666122385,5
875,3534402457391593882,33
876,3088151496941679085,78
877,1127611959659180373,19
878,5387924609120997806,50
879,5291199767008561244,16
880,5241033580895690950,92
881,5529723794124719528,69
883,320211975266,100
885,320212028872,4
886,320211885163,45
887,320211886171,13
888,320211834881,18
889,320212013963,66
890,320211953898,47
891,320211903784,5
892,320212008974,50
894,320211845786,65
895,320211978160,130
896,320211844512,64
898,320211985887,8
899,320211889696,101
900,320212031723,33
901,320212034413,2
902,320211941473,40
903,320211978484,45
905,320211914524,87
906,320211855234,1
907,320211900702,30
908,320211876140,31
909,320211996504,105
910,320211985597,70
911,320211882525,24
912,320211913537,116
913,320211991142,9
915,320211960710,40
916,320211919789,14
919,120181181833,93
920,120181181832,87
921,120181182975,95
922,120181181215,5
923,120181181217,16
924,120181181838,99
925,120181179400,47
926,120181181218,10
927,120181181214,8
928,120181181208,5
929,120181182411,5
930,120181182386,85
931,120181181834,86
932,120181181835,20
933,120181180618,48
934,120181181836,17
936,120181180620,6
937,120181179998,43
938,120181180621,47
939,120181181211,5
940,120181179996,13
941,120181180619,51
942,120181181212,10
943,120181179991,20
944,120181179997,9
946,120181181209,31
947,120181179992,2
948,120181179401,33
949,120181181206,22
950,120181179995,34
951,120181180622,117
952,120181181837,71
953,4192495625552692446,50
955,2011452965094292653,13
956,8381120657578202198,131
957,2416375348850037241,6
958,203783904350899431,54
959,1449695681933467915,60
960,3820937639829618287,81
961,3936306711707633176,31
962,6060255012641568971,42
963,6746455560946893697,103
964,1100865683503863144,27
965,6841908490918435863,47
966,2584602930421414085,50
967,7848328400749611062,47
969,2544212920339297527,71
970,8683664915897058400,104
971,8307844398680113304,5
973,5378433463164337380,62
975,585942790378125019,7
976,4255643876894950057,13
977,6983136039926724113,64
978,7626807839859184738,35
979,1079690185764482565,133
981,1918248828467383341,87
982,989599639195683482,106
983,1553969336186776849,11
984,1719720878975419525,134
985,6351356639527456196,21
986,8752493213714846109,7
987,7445876761004507074,44
988,3181247550239291537,38
989,2631222778432431531,16
990,1099591218426666441,14
991,4753504008198411179,5
992,1663761213718615276,1
993,2504039730438049183,4
994,918345750884031380,55
995,4283272082128140554,48
996,356243860663239137,117
997,4063086018924959640,2
998,1901252862804764942,22
999,4858818517165519507,121
1000,3093781318077544854,31
1001,3093373878621877222,33
1004,6508385837509275597,9
1005,8792431056853522447,9
1006,8364623826534405180,3
1007,6224794485967418075,40
1008,3987012566846314617,62
1009,6703032987395076717,78
1011,2481996694256969264,53
1012,2673210303478816609,47
1013,3920485653535169381,62
1014,2227569306805638765,16
1015,84900007143112861,18
1016,8798735105247075129,43
1018,1080008036512646470,29
1019,8262436930549679065,43
1021,4655659520198730174,38
1022,8017007675563117480,1
1023,670558611856366075,14
1024,9083903077437565708,126
1025,3045994065110484201,14
1026,6798258300509707145,40
1027,8299156256735090565,18
1028,3188596907934028705,9
1029,6936227129656082524,20
1030,5859695928306989336,87
1031,2292846158378026890,76
1032,7763559805575439612,56
1033,4353727135987410069,72
1034,955175549114284482,52
1035,1230932342034291233,5
1036,2410146565878582117,43
1037,3593843686252278729,8
1038,7860997633365166179,40
1039,8747119436056005000,45
1040,4310283766669318382,10
1041,2976633287794635136,4
1042,5998624841240143837,16
1043,6989782593829465617,9
1044,8727224265723489888,62
1045,2545660643051254325,45
1046,4273855916520789894,18
1047,350655617898355802,47
1048,4333731902037432904,4
1049,120191212720,104
1050,120191212717,2
1051,120191212714,42
1052,120191213813,83
1053,120191211495,20
1054,120191212715,33
1055,120191210899,43
1056,120191212093,5
1057,120191212089,1
1058,120191210349,87
1060,120191210907,8
1061,120191213263,14
1062,120191210909,66
1063,120191212721,13
1064,120191211498,16
1065,120191211499,4
1067,120191212683,31
1068,120191212719,74
1069,120191212097,106
1070,120191210906,106
1071,120191210904,27
1072,120191210908,89
1073,120191212711,20
1074,120191211500,31
1075,120191212718,64
1076,120191212091,20
1077,120191212098,19
1078,120191210897,20
1079,120191210900,47
1080,120191211501,76
1081,120191211494,50
1082,4479136487657088026,61
1083,1886463495099389052,101
1084,3690844369736495241,45
1085,6650696599445177473,7
1086,557094169854171604,40
1087,8104862635796955678,105
1088,4077254885918924526,43
1089,2499314210587291348,4
1090,4773038097043412482,33
1091,2316455578728160243,127
1092,3893233393226879759,11
1093,8509718271446690188,31
1094,2877233548620501419,9
1095,5808343671082321073,86
1096,8625592035785492175,76
1098,7873762056279680386,42
1101,2754046517398573253,50
1102,4063489834623876706,23
1103,6308035741182093688,29
1104,7260660581932410270,36
1105,347342641603399282,5
1106,1429869995118614589,17
1108,735824446863269732,37
1109,6376042048229357886,14
1110,4707808066344793319,6
1111,2139688179611630405,43
1112,3345611155697714407,18
1113,6287611783242252156,5
1114,3076381848779688514,64
1115,705017042651639288,9
1116,2998276410663288574,20
1117,3809229469422279185,38
1118,3902479689052464716,60
1119,3088696707793617243,29
1120,6815351943761221447,24
1121,5918315991279555185,23
1122,6421509633435271928,25
1123,8506556589607109359,108
1124,4080107487636987985,133
1125,5090216082286719108,16
1126,7207447193840266637,99
1128,766579925935769991,45
1129,5727855037691789818,18
1130,1742301089763112009,76
1131,4492063063666440922,2
1133,5829362993168046443,56
1135,4182607732538790652,31
1136,826767680115822982,65
1137,2633788340356003789,87
1138,6782882082473393856,65
1139,1927481922898286459,136
1141,7384051742371672914,7
1142,2292492807413992107,16
1143,8291637264671383498,57
1144,6430834340190521423,84
1145,4015952854239092126,18
1146,556859958709794685,45
1147,1055733953620485361,78
1149,522505088378933443,43
1150,357440672279847315,2
1151,3006225605025931828,21
1152,6645727566160690938,17
1153,8408942867524775463,42
1154,3365282857004449931,47
1155,8167951092503664828,10
1156,3670770627214719887,16
1157,3760866991410184535,16
1158,6053836407919745684,93
1159,8774869971537323627,29
1160,1043764169240805049,92
1161,1502785481754781229,16
1162,6986210007161612033,115
1163,3456114208546473108,16
1164,6830581140631034233,18
1165,4326459344772296408,8
1166,43113527899528618,58
1167,8574713111002857841,92
1168,3045776470128312,82
1169,330557992074234089,45
1170,1347666106651776915,33
1173,7368769814905562297,133
1174,1870699643753401611,43
1175,2679969995762802775,16
1176,5976068816655964620,40
1177,9063425034639864423,119
1178,120161116642,108
1179,120161115379,69
1180,120161114108,29
1181,120161114112,9
1182,120161112745,21
1183,120161114113,10
1184,120161115392,121
1185,120161113402,14
1186,120161113400,5
1187,120161112101,18
1188,120161113403,7
1189,120161112098,93
1190,120161113399,45
1191,120161112758,43
1192,120161114738,6
1194,120161114111,16
1195,120161114736,49
1196,120161112100,33
1197,120161112099,56
1198,120161112759,42
1199,120161112760,42
1200,120161113401,47
1201,120161114735,93
1202,120161122747,3
1203,120161112748,1
1204,120161114110,1
1205,120161113398,61
1206,120161114739,53
1208,120161114109,97
1209,120161112746,11
1210,120151085532,3
1211,120151083538,7
1212,120151085531,52
1213,120151083546,45
1214,120151084162,1
1215,120151083536,3
1216,120151084153,107
1217,120151084157,58
1218,120151084897,108
1219,120151084155,29
1220,120151084163,92
1221,120151084904,126
1222,120151083535,106
1223,120151084164,48
1224,120151086152,14
1225,120151083544,9
1227,120151084154,11
1228,120151083543,31
1229,120151086153,21
1231,120151085530,55
1232,120151084903,121
1233,120151083539,33
1234,120151085534,64
1235,120151084898,45
1236,120151084902,76
1237,120151084158,5
1239,120151083540,5
1240,120151086151,5
1241,120151084156,5
1242,120161103829,74
1243,120161103094,25
1244,120161105205,27
1245,120161103096,72
1246,120161103836,108
1247,120161106417,73
1248,120161103835,77
1249,120161104530,46
1250,120161104531,27
1251,120161104532,27
1252,120161105206,20
1253,120161103097,33
1254,120161105208,83
1255,120161104534,33
1256,120161104528,33
1258,120161103827,14
1259,120161105204,14
1260,120161105210,18
1261,120161103098,16
1262,120161104538,7
1263,120161103833,50
1265,120161103093,96
1266,120161103834,9
1267,120161103832,9
1268,120161103092,20
1269,120161104537,64
1270,120161105209,8
1271,120161105207,42
1272,120161103095,99
1273,120161104535,5
1274,120161104529,89
1276,7624144622915325583,13
1277,8502577631567114011,64
1278,934738426548948228,2
1279,1150940089347534479,1
1280,4238363850090267200,62
1281,8827120963183773358,7
1282,1558546966619938705,43
1283,4865077440763920929,108
1284,436636373639358014,36
1285,5900115195171931760,31
1286,4734304768048702854,50
1288,7807909879896604245,33
1290,4859225380793281919,99
1291,9137758941748264710,21
1292,5989674013435336083,5
1293,5807194263605697520,54
1294,7285260011941520770,72
1295,3972420424961871332,10
1296,7556901763947890891,101
1297,1209323054269415782,43
1298,371607789794319769,26
1299,4376104731416508668,19
1300,1919447835743329465,20
1301,7215949679623699182,15
1302,535142146954582858,45
1305,7088502287493568187,3
1306,3724261516971724243,96
1309,6804267243131130832,48
1310,8140488711892500854,5
1311,1178917667697654888,4
1312,120171140039,77
1313,120171139380,46
1315,120171140048,46
1316,120171139718,70
1317,120171140733,78
1318,120171138649,20
1319,120171139390,110
1320,120171142704,107
1321,120171139378,56
1322,120171140049,18
1323,120171140047,18
1324,120171138639,47
1325,120171139379,18
1326,120171138647,43
1327,120171139392,7
1329,120171140038,5
1330,120171137918,6
1331,120171137912,43
1332,120171138648,113
1333,120171140037,21
1334,120171140739,40
1335,120171138637,137
1336,120171137919,14
1337,120171139312,52
1338,120171140036,53
1339,120171137913,3
1340,120171140572,87
1341,120171138638,48
1343,120161091875,69
1344,120161091868,71
1345,120161091880,117
1346,120161093171,73
1347,120161093172,78
1348,120161092475,26
1349,120161091879,9
1350,120161094489,31
1351,120161091866,21
1352,120161093821,42
1353,120161093820,38
1354,120161091881,50
1355,120161094490,49
1356,120161093174,111
1359,120161093824,6
1360,120161092476,49
1361,120161092477,5
1362,120161093175,5
1363,120161093170,8
1364,120161093819,6
1366,120161091878,1
1367,120161094498,62
1368,120161093176,97
1369,120161092479,59
1370,120161091876,48
1371,120161093177,42
1372,120161092478,38
1373,120161093816,138
1374,120161093823,47
1375,120181168112,5
1376,120181167544,5
1378,120181166897,14
1379,120181166901,18
1380,120181168113,47
1381,120181166900,110
1383,120181167541,50
1384,120181165638,6
1385,120181166902,139
1386,120181168119,112
1387,120181165637,61
1388,120181166904,14
1389,120181166895,64
1390,120181168118,38
1391,120181166896,21
1392,120181167540,31
1393,120181166279,77
1394,120181166903,92
1395,120181168701,108
1396,120181168117,24
1397,120181166270,24
1398,120181168120,21
1400,120181167543,20
1401,120181168114,32
1402,120181166278,42
1403,120181167542,9
1404,120181170102,5
1405,120181168121,13
1406,120161096329,65
1407,120161096985,3
1409,120161095176,62
1410,120161095188,65
1411,120161097595,16
1412,120161096328,13
1413,120161094494,66
1414,120161095192,87
1415,120161095777,5
1416,120161096332,7
1417,120161095186,18
1418,120161095185,33
1419,120161095782,50
1420,120161096325,43
1421,120161096327,99
1422,120161095776,5
1423,120161095190,18
1424,120161096331,7
1425,120161095780,43
1426,120161096984,37
1427,120161095781,2
1428,120161095187,14
1429,120161094492,14
1430,120161095184,33
1431,120161094497,9
1432,120161095775,64
1433,120161096986,11
1434,120161094495,20
1435,120161096326,1
1436,120161094496,72
1437,120161095189,75
1438,120151081128,26
1439,120151081697,105
1440,120151083297,72
1441,120151080565,75
1442,120151082337,101
1443,120151081698,9
1444,120151082936,10
1445,120151081699,90
1446,120151081125,8
1447,120151081693,68
1448,120151081694,45
1449,120151081682,13
1450,120151082341,43
1451,120151081695,110
1453,120151082334,14
1454,120151081692,2
1455,120151082939,131
1456,120151081124,86
1457,120151083542,5
1458,120151081683,99
1459,120151082339,48
1462,120151081696,40
1463,120151080564,10
1464,120151081126,9
1465,120151082023,140
1466,120151082340,10
1468,120151082338,48
1469,120151082333,31
1470,3392648683766782001,16
1471,5994857546298280486,27
1472,1703869008292351711,19
1473,6018707582260753758,45
1474,2841094814722488325,72
1475,6050383500323975996,7
1476,7929459777233864263,19
1477,5185474076371323656,20
1478,4358983498595883584,6
1479,4693727440281074605,9
1480,2529957040159226647,21
1481,2111906428105943299,111
1482,2566186564255889133,9
1484,2606931157877448432,61
1485,6141355231787413906,64
1486,8641225628477352419,86
1487,3061826043412143739,87
1488,802345260301800254,49
1490,2361126471740330239,52
1491,4749433108332440652,33
